kind,k_true,sep,field_sigma,trend_amp,noise_sigma,cell_idx,realiz,truth_k,method,k_hat
struct,2,4.0,6.0,,,9,3,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,3,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,3,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,5,2,classical_gap,2
struct,2,4.0,6.0,,,9,5,2,silhouette,2
struct,2,4.0,6.0,,,9,5,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,5,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,5,2,decluster_dip,2
struct,2,4.0,6.0,,,9,5,2,ess_dip,2
struct,2,4.0,6.0,,,9,5,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,5,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,5,2,ess_dip_local,2
struct,2,3.0,9.0,,,8,12,2,classical_gap,2
struct,2,3.0,9.0,,,8,12,2,silhouette,2
struct,2,3.0,9.0,,,8,12,2,calinski_harabasz,2
struct,2,3.0,9.0,,,8,12,2,davies_bouldin,2
struct,2,3.0,9.0,,,8,12,2,decluster_dip,2
struct,2,3.0,9.0,,,8,12,2,ess_dip,2
struct,2,3.0,9.0,,,8,12,2,ess_dip_detrend,1
struct,2,3.0,9.0,,,8,12,2,ess_dip_adaptive,2
struct,2,3.0,9.0,,,8,12,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,0,2,classical_gap,2
struct,2,4.0,6.0,,,9,0,2,silhouette,2
struct,2,4.0,6.0,,,9,0,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,0,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,0,2,decluster_dip,2
struct,2,4.0,6.0,,,9,0,2,ess_dip,2
struct,2,4.0,6.0,,,9,0,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,0,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,0,2,ess_dip_local,2
struct,2,3.0,9.0,,,8,14,2,classical_gap,2
struct,2,3.0,9.0,,,8,14,2,silhouette,2
struct,2,3.0,9.0,,,8,14,2,calinski_harabasz,2
struct,2,3.0,9.0,,,8,14,2,davies_bouldin,2
struct,2,3.0,9.0,,,8,14,2,decluster_dip,2
struct,2,3.0,9.0,,,8,14,2,ess_dip,2
struct,2,3.0,9.0,,,8,14,2,ess_dip_detrend,1
struct,2,3.0,9.0,,,8,14,2,ess_dip_adaptive,2
struct,2,3.0,9.0,,,8,14,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,6,2,classical_gap,2
struct,2,4.0,6.0,,,9,6,2,silhouette,2
struct,2,4.0,6.0,,,9,6,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,6,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,6,2,decluster_dip,2
struct,2,4.0,6.0,,,9,6,2,ess_dip,2
struct,2,4.0,6.0,,,9,6,2,ess_dip_detrend,1
struct,2,4.0,6.0,,,9,6,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,6,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,8,2,classical_gap,2
struct,2,4.0,6.0,,,9,8,2,silhouette,2
struct,2,4.0,6.0,,,9,8,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,8,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,8,2,decluster_dip,2
struct,2,4.0,6.0,,,9,8,2,ess_dip,2
struct,2,4.0,6.0,,,9,8,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,8,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,8,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,2,2,classical_gap,2
struct,2,4.0,6.0,,,9,2,2,silhouette,2
struct,2,4.0,6.0,,,9,2,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,2,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,2,2,decluster_dip,2
struct,2,4.0,6.0,,,9,2,2,ess_dip,2
struct,2,4.0,6.0,,,9,2,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,2,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,2,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,1,2,classical_gap,2
struct,2,4.0,6.0,,,9,1,2,silhouette,2
struct,2,4.0,6.0,,,9,1,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,1,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,1,2,decluster_dip,2
struct,2,4.0,6.0,,,9,1,2,ess_dip,2
struct,2,4.0,6.0,,,9,1,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,1,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,1,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,7,2,classical_gap,2
struct,2,4.0,6.0,,,9,7,2,silhouette,2
struct,2,4.0,6.0,,,9,7,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,7,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,7,2,decluster_dip,2
struct,2,4.0,6.0,,,9,7,2,ess_dip,2
struct,2,4.0,6.0,,,9,7,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,7,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,7,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,0,2,classical_gap,2
struct,2,4.0,9.0,,,10,0,2,silhouette,2
struct,2,4.0,9.0,,,10,0,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,0,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,0,2,decluster_dip,2
struct,2,4.0,9.0,,,10,0,2,ess_dip,2
struct,2,4.0,9.0,,,10,0,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,0,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,0,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,10,2,classical_gap,2
struct,2,4.0,6.0,,,9,10,2,silhouette,2
struct,2,4.0,6.0,,,9,10,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,10,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,10,2,decluster_dip,2
struct,2,4.0,6.0,,,9,10,2,ess_dip,2
struct,2,4.0,6.0,,,9,10,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,10,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,10,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,14,2,classical_gap,2
struct,2,4.0,6.0,,,9,14,2,silhouette,2
struct,2,4.0,6.0,,,9,14,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,14,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,14,2,decluster_dip,2
struct,2,4.0,6.0,,,9,14,2,ess_dip,2
struct,2,4.0,6.0,,,9,14,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,14,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,14,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,12,2,classical_gap,2
struct,2,4.0,6.0,,,9,12,2,silhouette,2
struct,2,4.0,6.0,,,9,12,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,12,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,12,2,decluster_dip,2
struct,2,4.0,6.0,,,9,12,2,ess_dip,2
struct,2,4.0,6.0,,,9,12,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,12,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,12,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,9,2,classical_gap,2
struct,2,4.0,6.0,,,9,9,2,silhouette,2
struct,2,4.0,6.0,,,9,9,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,9,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,9,2,decluster_dip,2
struct,2,4.0,6.0,,,9,9,2,ess_dip,2
struct,2,4.0,6.0,,,9,9,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,9,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,9,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,13,2,classical_gap,2
struct,2,4.0,6.0,,,9,13,2,silhouette,2
struct,2,4.0,6.0,,,9,13,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,13,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,13,2,decluster_dip,2
struct,2,4.0,6.0,,,9,13,2,ess_dip,2
struct,2,4.0,6.0,,,9,13,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,13,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,13,2,ess_dip_local,2
struct,2,4.0,6.0,,,9,11,2,classical_gap,2
struct,2,4.0,6.0,,,9,11,2,silhouette,2
struct,2,4.0,6.0,,,9,11,2,calinski_harabasz,2
struct,2,4.0,6.0,,,9,11,2,davies_bouldin,2
struct,2,4.0,6.0,,,9,11,2,decluster_dip,2
struct,2,4.0,6.0,,,9,11,2,ess_dip,2
struct,2,4.0,6.0,,,9,11,2,ess_dip_detrend,2
struct,2,4.0,6.0,,,9,11,2,ess_dip_adaptive,2
struct,2,4.0,6.0,,,9,11,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,5,2,classical_gap,2
struct,2,4.0,9.0,,,10,5,2,silhouette,2
struct,2,4.0,9.0,,,10,5,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,5,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,5,2,decluster_dip,2
struct,2,4.0,9.0,,,10,5,2,ess_dip,2
struct,2,4.0,9.0,,,10,5,2,ess_dip_detrend,2
struct,2,4.0,9.0,,,10,5,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,5,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,9,2,classical_gap,2
struct,2,4.0,9.0,,,10,9,2,silhouette,2
struct,2,4.0,9.0,,,10,9,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,9,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,9,2,decluster_dip,2
struct,2,4.0,9.0,,,10,9,2,ess_dip,2
struct,2,4.0,9.0,,,10,9,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,9,2,ess_dip_adaptive,1
struct,2,4.0,9.0,,,10,9,2,ess_dip_local,1
struct,2,4.0,9.0,,,10,1,2,classical_gap,2
struct,2,4.0,9.0,,,10,1,2,silhouette,2
struct,2,4.0,9.0,,,10,1,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,1,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,1,2,decluster_dip,2
struct,2,4.0,9.0,,,10,1,2,ess_dip,2
struct,2,4.0,9.0,,,10,1,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,1,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,1,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,2,2,classical_gap,2
struct,2,4.0,9.0,,,10,2,2,silhouette,2
struct,2,4.0,9.0,,,10,2,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,2,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,2,2,decluster_dip,2
struct,2,4.0,9.0,,,10,2,2,ess_dip,2
struct,2,4.0,9.0,,,10,2,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,2,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,2,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,3,2,classical_gap,2
struct,2,4.0,9.0,,,10,3,2,silhouette,2
struct,2,4.0,9.0,,,10,3,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,3,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,3,2,decluster_dip,2
struct,2,4.0,9.0,,,10,3,2,ess_dip,2
struct,2,4.0,9.0,,,10,3,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,3,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,3,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,8,2,classical_gap,2
struct,2,4.0,9.0,,,10,8,2,silhouette,2
struct,2,4.0,9.0,,,10,8,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,8,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,8,2,decluster_dip,2
struct,2,4.0,9.0,,,10,8,2,ess_dip,2
struct,2,4.0,9.0,,,10,8,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,8,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,8,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,4,2,classical_gap,2
struct,2,4.0,9.0,,,10,4,2,silhouette,2
struct,2,4.0,9.0,,,10,4,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,4,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,4,2,decluster_dip,2
struct,2,4.0,9.0,,,10,4,2,ess_dip,2
struct,2,4.0,9.0,,,10,4,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,4,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,4,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,7,2,classical_gap,2
struct,2,4.0,9.0,,,10,7,2,silhouette,2
struct,2,4.0,9.0,,,10,7,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,7,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,7,2,decluster_dip,2
struct,2,4.0,9.0,,,10,7,2,ess_dip,2
struct,2,4.0,9.0,,,10,7,2,ess_dip_detrend,2
struct,2,4.0,9.0,,,10,7,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,7,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,6,2,classical_gap,2
struct,2,4.0,9.0,,,10,6,2,silhouette,2
struct,2,4.0,9.0,,,10,6,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,6,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,6,2,decluster_dip,2
struct,2,4.0,9.0,,,10,6,2,ess_dip,2
struct,2,4.0,9.0,,,10,6,2,ess_dip_detrend,2
struct,2,4.0,9.0,,,10,6,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,6,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,13,2,classical_gap,2
struct,2,4.0,9.0,,,10,13,2,silhouette,2
struct,2,4.0,9.0,,,10,13,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,13,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,13,2,decluster_dip,2
struct,2,4.0,9.0,,,10,13,2,ess_dip,2
struct,2,4.0,9.0,,,10,13,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,13,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,13,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,14,2,classical_gap,2
struct,2,4.0,9.0,,,10,14,2,silhouette,2
struct,2,4.0,9.0,,,10,14,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,14,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,14,2,decluster_dip,2
struct,2,4.0,9.0,,,10,14,2,ess_dip,1
struct,2,4.0,9.0,,,10,14,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,14,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,14,2,ess_dip_local,2
struct,3,2.0,6.0,,,11,0,3,classical_gap,3
struct,3,2.0,6.0,,,11,0,3,silhouette,2
struct,3,2.0,6.0,,,11,0,3,calinski_harabasz,2
struct,3,2.0,6.0,,,11,0,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,0,3,decluster_dip,2
struct,3,2.0,6.0,,,11,0,3,ess_dip,1
struct,3,2.0,6.0,,,11,0,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,0,3,ess_dip_adaptive,1
struct,3,2.0,6.0,,,11,0,3,ess_dip_local,2
struct,2,4.0,9.0,,,10,11,2,classical_gap,2
struct,2,4.0,9.0,,,10,11,2,silhouette,2
struct,2,4.0,9.0,,,10,11,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,11,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,11,2,decluster_dip,2
struct,2,4.0,9.0,,,10,11,2,ess_dip,2
struct,2,4.0,9.0,,,10,11,2,ess_dip_detrend,2
struct,2,4.0,9.0,,,10,11,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,11,2,ess_dip_local,2
struct,2,4.0,9.0,,,10,10,2,classical_gap,2
struct,2,4.0,9.0,,,10,10,2,silhouette,2
struct,2,4.0,9.0,,,10,10,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,10,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,10,2,decluster_dip,2
struct,2,4.0,9.0,,,10,10,2,ess_dip,2
struct,2,4.0,9.0,,,10,10,2,ess_dip_detrend,1
struct,2,4.0,9.0,,,10,10,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,10,2,ess_dip_local,2
struct,3,2.0,6.0,,,11,4,3,classical_gap,3
struct,3,2.0,6.0,,,11,4,3,silhouette,3
struct,3,2.0,6.0,,,11,4,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,4,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,4,3,decluster_dip,1
struct,3,2.0,6.0,,,11,4,3,ess_dip,1
struct,3,2.0,6.0,,,11,4,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,4,3,ess_dip_adaptive,1
struct,3,2.0,6.0,,,11,4,3,ess_dip_local,1
struct,2,4.0,9.0,,,10,12,2,classical_gap,2
struct,2,4.0,9.0,,,10,12,2,silhouette,2
struct,2,4.0,9.0,,,10,12,2,calinski_harabasz,2
struct,2,4.0,9.0,,,10,12,2,davies_bouldin,2
struct,2,4.0,9.0,,,10,12,2,decluster_dip,2
struct,2,4.0,9.0,,,10,12,2,ess_dip,2
struct,2,4.0,9.0,,,10,12,2,ess_dip_detrend,2
struct,2,4.0,9.0,,,10,12,2,ess_dip_adaptive,2
struct,2,4.0,9.0,,,10,12,2,ess_dip_local,2
struct,3,2.0,6.0,,,11,5,3,classical_gap,3
struct,3,2.0,6.0,,,11,5,3,silhouette,3
struct,3,2.0,6.0,,,11,5,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,5,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,5,3,decluster_dip,3
struct,3,2.0,6.0,,,11,5,3,ess_dip,3
struct,3,2.0,6.0,,,11,5,3,ess_dip_detrend,3
struct,3,2.0,6.0,,,11,5,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,5,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,10,3,classical_gap,3
struct,3,2.0,6.0,,,11,10,3,silhouette,3
struct,3,2.0,6.0,,,11,10,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,10,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,10,3,decluster_dip,1
struct,3,2.0,6.0,,,11,10,3,ess_dip,1
struct,3,2.0,6.0,,,11,10,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,10,3,ess_dip_adaptive,1
struct,3,2.0,6.0,,,11,10,3,ess_dip_local,1
struct,3,2.0,6.0,,,11,3,3,classical_gap,3
struct,3,2.0,6.0,,,11,3,3,silhouette,2
struct,3,2.0,6.0,,,11,3,3,calinski_harabasz,2
struct,3,2.0,6.0,,,11,3,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,3,3,decluster_dip,2
struct,3,2.0,6.0,,,11,3,3,ess_dip,2
struct,3,2.0,6.0,,,11,3,3,ess_dip_detrend,2
struct,3,2.0,6.0,,,11,3,3,ess_dip_adaptive,2
struct,3,2.0,6.0,,,11,3,3,ess_dip_local,2
struct,3,2.0,6.0,,,11,6,3,classical_gap,3
struct,3,2.0,6.0,,,11,6,3,silhouette,2
struct,3,2.0,6.0,,,11,6,3,calinski_harabasz,2
struct,3,2.0,6.0,,,11,6,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,6,3,decluster_dip,3
struct,3,2.0,6.0,,,11,6,3,ess_dip,3
struct,3,2.0,6.0,,,11,6,3,ess_dip_detrend,2
struct,3,2.0,6.0,,,11,6,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,6,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,9,3,classical_gap,3
struct,3,2.0,6.0,,,11,9,3,silhouette,3
struct,3,2.0,6.0,,,11,9,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,9,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,9,3,decluster_dip,3
struct,3,2.0,6.0,,,11,9,3,ess_dip,3
struct,3,2.0,6.0,,,11,9,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,9,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,9,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,1,3,classical_gap,3
struct,3,2.0,6.0,,,11,1,3,silhouette,3
struct,3,2.0,6.0,,,11,1,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,1,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,1,3,decluster_dip,3
struct,3,2.0,6.0,,,11,1,3,ess_dip,3
struct,3,2.0,6.0,,,11,1,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,1,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,1,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,14,3,classical_gap,3
struct,3,2.0,6.0,,,11,14,3,silhouette,3
struct,3,2.0,6.0,,,11,14,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,14,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,14,3,decluster_dip,3
struct,3,2.0,6.0,,,11,14,3,ess_dip,1
struct,3,2.0,6.0,,,11,14,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,14,3,ess_dip_adaptive,1
struct,3,2.0,6.0,,,11,14,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,2,3,classical_gap,3
struct,3,2.0,6.0,,,11,2,3,silhouette,2
struct,3,2.0,6.0,,,11,2,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,2,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,2,3,decluster_dip,3
struct,3,2.0,6.0,,,11,2,3,ess_dip,3
struct,3,2.0,6.0,,,11,2,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,2,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,2,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,13,3,classical_gap,3
struct,3,2.0,6.0,,,11,13,3,silhouette,2
struct,3,2.0,6.0,,,11,13,3,calinski_harabasz,2
struct,3,2.0,6.0,,,11,13,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,13,3,decluster_dip,3
struct,3,2.0,6.0,,,11,13,3,ess_dip,3
struct,3,2.0,6.0,,,11,13,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,13,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,13,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,8,3,classical_gap,3
struct,3,2.0,6.0,,,11,8,3,silhouette,3
struct,3,2.0,6.0,,,11,8,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,8,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,8,3,decluster_dip,2
struct,3,2.0,6.0,,,11,8,3,ess_dip,2
struct,3,2.0,6.0,,,11,8,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,8,3,ess_dip_adaptive,2
struct,3,2.0,6.0,,,11,8,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,11,3,classical_gap,3
struct,3,2.0,6.0,,,11,11,3,silhouette,2
struct,3,2.0,6.0,,,11,11,3,calinski_harabasz,2
struct,3,2.0,6.0,,,11,11,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,11,3,decluster_dip,3
struct,3,2.0,6.0,,,11,11,3,ess_dip,2
struct,3,2.0,6.0,,,11,11,3,ess_dip_detrend,2
struct,3,2.0,6.0,,,11,11,3,ess_dip_adaptive,2
struct,3,2.0,6.0,,,11,11,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,7,3,classical_gap,3
struct,3,2.0,6.0,,,11,7,3,silhouette,2
struct,3,2.0,6.0,,,11,7,3,calinski_harabasz,2
struct,3,2.0,6.0,,,11,7,3,davies_bouldin,2
struct,3,2.0,6.0,,,11,7,3,decluster_dip,3
struct,3,2.0,6.0,,,11,7,3,ess_dip,2
struct,3,2.0,6.0,,,11,7,3,ess_dip_detrend,1
struct,3,2.0,6.0,,,11,7,3,ess_dip_adaptive,2
struct,3,2.0,6.0,,,11,7,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,1,3,classical_gap,3
struct,3,2.0,9.0,,,12,1,3,silhouette,2
struct,3,2.0,9.0,,,12,1,3,calinski_harabasz,2
struct,3,2.0,9.0,,,12,1,3,davies_bouldin,2
struct,3,2.0,9.0,,,12,1,3,decluster_dip,3
struct,3,2.0,9.0,,,12,1,3,ess_dip,2
struct,3,2.0,9.0,,,12,1,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,1,3,ess_dip_adaptive,2
struct,3,2.0,9.0,,,12,1,3,ess_dip_local,3
struct,3,2.0,6.0,,,11,12,3,classical_gap,3
struct,3,2.0,6.0,,,11,12,3,silhouette,3
struct,3,2.0,6.0,,,11,12,3,calinski_harabasz,3
struct,3,2.0,6.0,,,11,12,3,davies_bouldin,3
struct,3,2.0,6.0,,,11,12,3,decluster_dip,3
struct,3,2.0,6.0,,,11,12,3,ess_dip,3
struct,3,2.0,6.0,,,11,12,3,ess_dip_detrend,3
struct,3,2.0,6.0,,,11,12,3,ess_dip_adaptive,3
struct,3,2.0,6.0,,,11,12,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,0,3,classical_gap,3
struct,3,2.0,9.0,,,12,0,3,silhouette,3
struct,3,2.0,9.0,,,12,0,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,0,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,0,3,decluster_dip,2
struct,3,2.0,9.0,,,12,0,3,ess_dip,1
struct,3,2.0,9.0,,,12,0,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,0,3,ess_dip_adaptive,2
struct,3,2.0,9.0,,,12,0,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,11,3,classical_gap,3
struct,3,2.0,9.0,,,12,11,3,silhouette,2
struct,3,2.0,9.0,,,12,11,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,11,3,davies_bouldin,2
struct,3,2.0,9.0,,,12,11,3,decluster_dip,2
struct,3,2.0,9.0,,,12,11,3,ess_dip,2
struct,3,2.0,9.0,,,12,11,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,11,3,ess_dip_adaptive,2
struct,3,2.0,9.0,,,12,11,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,6,3,classical_gap,3
struct,3,2.0,9.0,,,12,6,3,silhouette,3
struct,3,2.0,9.0,,,12,6,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,6,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,6,3,decluster_dip,1
struct,3,2.0,9.0,,,12,6,3,ess_dip,1
struct,3,2.0,9.0,,,12,6,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,6,3,ess_dip_adaptive,1
struct,3,2.0,9.0,,,12,6,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,9,3,classical_gap,3
struct,3,2.0,9.0,,,12,9,3,silhouette,2
struct,3,2.0,9.0,,,12,9,3,calinski_harabasz,2
struct,3,2.0,9.0,,,12,9,3,davies_bouldin,2
struct,3,2.0,9.0,,,12,9,3,decluster_dip,2
struct,3,2.0,9.0,,,12,9,3,ess_dip,2
struct,3,2.0,9.0,,,12,9,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,9,3,ess_dip_adaptive,2
struct,3,2.0,9.0,,,12,9,3,ess_dip_local,2
