kind,k_true,sep,field_sigma,trend_amp,noise_sigma,cell_idx,realiz,truth_k,method,k_hat
struct,5,3.0,6.0,,,25,7,5,ess_dip_adaptive,2
struct,5,3.0,6.0,,,25,7,5,ess_dip_local,3
struct,5,3.0,6.0,,,25,3,5,classical_gap,5
struct,5,3.0,6.0,,,25,3,5,silhouette,5
struct,5,3.0,6.0,,,25,3,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,3,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,3,5,decluster_dip,4
struct,5,3.0,6.0,,,25,3,5,ess_dip,4
struct,5,3.0,6.0,,,25,3,5,ess_dip_detrend,3
struct,5,3.0,6.0,,,25,3,5,ess_dip_adaptive,4
struct,5,3.0,6.0,,,25,3,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,1,5,classical_gap,5
struct,5,3.0,6.0,,,25,1,5,silhouette,5
struct,5,3.0,6.0,,,25,1,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,1,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,1,5,decluster_dip,5
struct,5,3.0,6.0,,,25,1,5,ess_dip,5
struct,5,3.0,6.0,,,25,1,5,ess_dip_detrend,5
struct,5,3.0,6.0,,,25,1,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,1,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,6,5,classical_gap,5
struct,5,3.0,6.0,,,25,6,5,silhouette,3
struct,5,3.0,6.0,,,25,6,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,6,5,davies_bouldin,3
struct,5,3.0,6.0,,,25,6,5,decluster_dip,4
struct,5,3.0,6.0,,,25,6,5,ess_dip,3
struct,5,3.0,6.0,,,25,6,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,6,5,ess_dip_adaptive,3
struct,5,3.0,6.0,,,25,6,5,ess_dip_local,5
struct,5,2.0,9.0,,,24,14,5,classical_gap,4
struct,5,2.0,9.0,,,24,14,5,silhouette,2
struct,5,2.0,9.0,,,24,14,5,calinski_harabasz,4
struct,5,2.0,9.0,,,24,14,5,davies_bouldin,2
struct,5,2.0,9.0,,,24,14,5,decluster_dip,1
struct,5,2.0,9.0,,,24,14,5,ess_dip,1
struct,5,2.0,9.0,,,24,14,5,ess_dip_detrend,1
struct,5,2.0,9.0,,,24,14,5,ess_dip_adaptive,1
struct,5,2.0,9.0,,,24,14,5,ess_dip_local,4
struct,5,3.0,6.0,,,25,5,5,classical_gap,5
struct,5,3.0,6.0,,,25,5,5,silhouette,5
struct,5,3.0,6.0,,,25,5,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,5,5,davies_bouldin,5
struct,5,3.0,6.0,,,25,5,5,decluster_dip,5
struct,5,3.0,6.0,,,25,5,5,ess_dip,5
struct,5,3.0,6.0,,,25,5,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,5,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,5,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,9,5,classical_gap,4
struct,5,3.0,6.0,,,25,9,5,silhouette,4
struct,5,3.0,6.0,,,25,9,5,calinski_harabasz,4
struct,5,3.0,6.0,,,25,9,5,davies_bouldin,3
struct,5,3.0,6.0,,,25,9,5,decluster_dip,4
struct,5,3.0,6.0,,,25,9,5,ess_dip,1
struct,5,3.0,6.0,,,25,9,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,9,5,ess_dip_adaptive,1
struct,5,3.0,6.0,,,25,9,5,ess_dip_local,4
struct,5,3.0,6.0,,,25,0,5,classical_gap,5
struct,5,3.0,6.0,,,25,0,5,silhouette,5
struct,5,3.0,6.0,,,25,0,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,0,5,davies_bouldin,5
struct,5,3.0,6.0,,,25,0,5,decluster_dip,5
struct,5,3.0,6.0,,,25,0,5,ess_dip,5
struct,5,3.0,6.0,,,25,0,5,ess_dip_detrend,2
struct,5,3.0,6.0,,,25,0,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,0,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,4,5,classical_gap,4
struct,5,3.0,6.0,,,25,4,5,silhouette,4
struct,5,3.0,6.0,,,25,4,5,calinski_harabasz,4
struct,5,3.0,6.0,,,25,4,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,4,5,decluster_dip,4
struct,5,3.0,6.0,,,25,4,5,ess_dip,4
struct,5,3.0,6.0,,,25,4,5,ess_dip_detrend,4
struct,5,3.0,6.0,,,25,4,5,ess_dip_adaptive,4
struct,5,3.0,6.0,,,25,4,5,ess_dip_local,4
struct,5,3.0,9.0,,,26,0,5,classical_gap,5
struct,5,3.0,9.0,,,26,0,5,silhouette,2
struct,5,3.0,9.0,,,26,0,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,0,5,davies_bouldin,2
struct,5,3.0,9.0,,,26,0,5,decluster_dip,1
struct,5,3.0,9.0,,,26,0,5,ess_dip,1
struct,5,3.0,9.0,,,26,0,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,0,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,0,5,ess_dip_local,1
struct,5,3.0,6.0,,,25,10,5,classical_gap,5
struct,5,3.0,6.0,,,25,10,5,silhouette,5
struct,5,3.0,6.0,,,25,10,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,10,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,10,5,decluster_dip,5
struct,5,3.0,6.0,,,25,10,5,ess_dip,5
struct,5,3.0,6.0,,,25,10,5,ess_dip_detrend,3
struct,5,3.0,6.0,,,25,10,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,10,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,11,5,classical_gap,5
struct,5,3.0,6.0,,,25,11,5,silhouette,4
struct,5,3.0,6.0,,,25,11,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,11,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,11,5,decluster_dip,4
struct,5,3.0,6.0,,,25,11,5,ess_dip,4
struct,5,3.0,6.0,,,25,11,5,ess_dip_detrend,3
struct,5,3.0,6.0,,,25,11,5,ess_dip_adaptive,4
struct,5,3.0,6.0,,,25,11,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,8,5,classical_gap,5
struct,5,3.0,6.0,,,25,8,5,silhouette,5
struct,5,3.0,6.0,,,25,8,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,8,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,8,5,decluster_dip,3
struct,5,3.0,6.0,,,25,8,5,ess_dip,5
struct,5,3.0,6.0,,,25,8,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,8,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,8,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,2,5,classical_gap,5
struct,5,3.0,6.0,,,25,2,5,silhouette,5
struct,5,3.0,6.0,,,25,2,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,2,5,davies_bouldin,5
struct,5,3.0,6.0,,,25,2,5,decluster_dip,5
struct,5,3.0,6.0,,,25,2,5,ess_dip,5
struct,5,3.0,6.0,,,25,2,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,2,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,2,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,14,5,classical_gap,5
struct,5,3.0,6.0,,,25,14,5,silhouette,5
struct,5,3.0,6.0,,,25,14,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,14,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,14,5,decluster_dip,2
struct,5,3.0,6.0,,,25,14,5,ess_dip,2
struct,5,3.0,6.0,,,25,14,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,14,5,ess_dip_adaptive,2
struct,5,3.0,6.0,,,25,14,5,ess_dip_local,2
struct,5,3.0,6.0,,,25,13,5,classical_gap,5
struct,5,3.0,6.0,,,25,13,5,silhouette,4
struct,5,3.0,6.0,,,25,13,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,13,5,davies_bouldin,4
struct,5,3.0,6.0,,,25,13,5,decluster_dip,5
struct,5,3.0,6.0,,,25,13,5,ess_dip,5
struct,5,3.0,6.0,,,25,13,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,13,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,13,5,ess_dip_local,5
struct,5,3.0,6.0,,,25,12,5,classical_gap,5
struct,5,3.0,6.0,,,25,12,5,silhouette,5
struct,5,3.0,6.0,,,25,12,5,calinski_harabasz,5
struct,5,3.0,6.0,,,25,12,5,davies_bouldin,5
struct,5,3.0,6.0,,,25,12,5,decluster_dip,5
struct,5,3.0,6.0,,,25,12,5,ess_dip,5
struct,5,3.0,6.0,,,25,12,5,ess_dip_detrend,1
struct,5,3.0,6.0,,,25,12,5,ess_dip_adaptive,5
struct,5,3.0,6.0,,,25,12,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,5,5,classical_gap,4
struct,5,3.0,9.0,,,26,5,5,silhouette,4
struct,5,3.0,9.0,,,26,5,5,calinski_harabasz,4
struct,5,3.0,9.0,,,26,5,5,davies_bouldin,4
struct,5,3.0,9.0,,,26,5,5,decluster_dip,1
struct,5,3.0,9.0,,,26,5,5,ess_dip,1
struct,5,3.0,9.0,,,26,5,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,5,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,5,5,ess_dip_local,1
struct,5,3.0,9.0,,,26,1,5,classical_gap,5
struct,5,3.0,9.0,,,26,1,5,silhouette,4
struct,5,3.0,9.0,,,26,1,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,1,5,davies_bouldin,4
struct,5,3.0,9.0,,,26,1,5,decluster_dip,3
struct,5,3.0,9.0,,,26,1,5,ess_dip,2
struct,5,3.0,9.0,,,26,1,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,1,5,ess_dip_adaptive,2
struct,5,3.0,9.0,,,26,1,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,4,5,classical_gap,5
struct,5,3.0,9.0,,,26,4,5,silhouette,5
struct,5,3.0,9.0,,,26,4,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,4,5,davies_bouldin,5
struct,5,3.0,9.0,,,26,4,5,decluster_dip,1
struct,5,3.0,9.0,,,26,4,5,ess_dip,1
struct,5,3.0,9.0,,,26,4,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,4,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,4,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,7,5,classical_gap,5
struct,5,3.0,9.0,,,26,7,5,silhouette,5
struct,5,3.0,9.0,,,26,7,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,7,5,davies_bouldin,5
struct,5,3.0,9.0,,,26,7,5,decluster_dip,1
struct,5,3.0,9.0,,,26,7,5,ess_dip,1
struct,5,3.0,9.0,,,26,7,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,7,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,7,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,3,5,classical_gap,5
struct,5,3.0,9.0,,,26,3,5,silhouette,2
struct,5,3.0,9.0,,,26,3,5,calinski_harabasz,3
struct,5,3.0,9.0,,,26,3,5,davies_bouldin,2
struct,5,3.0,9.0,,,26,3,5,decluster_dip,1
struct,5,3.0,9.0,,,26,3,5,ess_dip,1
struct,5,3.0,9.0,,,26,3,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,3,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,3,5,ess_dip_local,3
struct,5,3.0,9.0,,,26,9,5,classical_gap,5
struct,5,3.0,9.0,,,26,9,5,silhouette,5
struct,5,3.0,9.0,,,26,9,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,9,5,davies_bouldin,3
struct,5,3.0,9.0,,,26,9,5,decluster_dip,1
struct,5,3.0,9.0,,,26,9,5,ess_dip,1
struct,5,3.0,9.0,,,26,9,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,9,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,9,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,2,5,classical_gap,5
struct,5,3.0,9.0,,,26,2,5,silhouette,5
struct,5,3.0,9.0,,,26,2,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,2,5,davies_bouldin,5
struct,5,3.0,9.0,,,26,2,5,decluster_dip,1
struct,5,3.0,9.0,,,26,2,5,ess_dip,3
struct,5,3.0,9.0,,,26,2,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,2,5,ess_dip_adaptive,3
struct,5,3.0,9.0,,,26,2,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,6,5,classical_gap,5
struct,5,3.0,9.0,,,26,6,5,silhouette,5
struct,5,3.0,9.0,,,26,6,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,6,5,davies_bouldin,5
struct,5,3.0,9.0,,,26,6,5,decluster_dip,4
struct,5,3.0,9.0,,,26,6,5,ess_dip,4
struct,5,3.0,9.0,,,26,6,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,6,5,ess_dip_adaptive,4
struct,5,3.0,9.0,,,26,6,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,8,5,classical_gap,5
struct,5,3.0,9.0,,,26,8,5,silhouette,5
struct,5,3.0,9.0,,,26,8,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,8,5,davies_bouldin,2
struct,5,3.0,9.0,,,26,8,5,decluster_dip,3
struct,5,3.0,9.0,,,26,8,5,ess_dip,1
struct,5,3.0,9.0,,,26,8,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,8,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,8,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,10,5,classical_gap,5
struct,5,3.0,9.0,,,26,10,5,silhouette,2
struct,5,3.0,9.0,,,26,10,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,10,5,davies_bouldin,2
struct,5,3.0,9.0,,,26,10,5,decluster_dip,5
struct,5,3.0,9.0,,,26,10,5,ess_dip,2
struct,5,3.0,9.0,,,26,10,5,ess_dip_detrend,2
struct,5,3.0,9.0,,,26,10,5,ess_dip_adaptive,2
struct,5,3.0,9.0,,,26,10,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,11,5,classical_gap,5
struct,5,3.0,9.0,,,26,11,5,silhouette,5
struct,5,3.0,9.0,,,26,11,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,11,5,davies_bouldin,5
struct,5,3.0,9.0,,,26,11,5,decluster_dip,2
struct,5,3.0,9.0,,,26,11,5,ess_dip,1
struct,5,3.0,9.0,,,26,11,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,11,5,ess_dip_adaptive,1
struct,5,3.0,9.0,,,26,11,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,12,5,classical_gap,5
struct,5,3.0,9.0,,,26,12,5,silhouette,5
struct,5,3.0,9.0,,,26,12,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,12,5,davies_bouldin,5
struct,5,3.0,9.0,,,26,12,5,decluster_dip,4
struct,5,3.0,9.0,,,26,12,5,ess_dip,4
struct,5,3.0,9.0,,,26,12,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,12,5,ess_dip_adaptive,4
struct,5,3.0,9.0,,,26,12,5,ess_dip_local,4
struct,5,3.0,9.0,,,26,13,5,classical_gap,5
struct,5,3.0,9.0,,,26,13,5,silhouette,4
struct,5,3.0,9.0,,,26,13,5,calinski_harabasz,4
struct,5,3.0,9.0,,,26,13,5,davies_bouldin,4
struct,5,3.0,9.0,,,26,13,5,decluster_dip,4
struct,5,3.0,9.0,,,26,13,5,ess_dip,4
struct,5,3.0,9.0,,,26,13,5,ess_dip_detrend,1
struct,5,3.0,9.0,,,26,13,5,ess_dip_adaptive,4
struct,5,3.0,9.0,,,26,13,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,0,5,classical_gap,5
struct,5,4.0,6.0,,,27,0,5,silhouette,5
struct,5,4.0,6.0,,,27,0,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,0,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,0,5,decluster_dip,5
struct,5,4.0,6.0,,,27,0,5,ess_dip,5
struct,5,4.0,6.0,,,27,0,5,ess_dip_detrend,5
struct,5,4.0,6.0,,,27,0,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,0,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,1,5,classical_gap,5
struct,5,4.0,6.0,,,27,1,5,silhouette,5
struct,5,4.0,6.0,,,27,1,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,1,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,1,5,decluster_dip,5
struct,5,4.0,6.0,,,27,1,5,ess_dip,5
struct,5,4.0,6.0,,,27,1,5,ess_dip_detrend,2
struct,5,4.0,6.0,,,27,1,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,1,5,ess_dip_local,5
struct,5,3.0,9.0,,,26,14,5,classical_gap,4
struct,5,3.0,9.0,,,26,14,5,silhouette,4
struct,5,3.0,9.0,,,26,14,5,calinski_harabasz,5
struct,5,3.0,9.0,,,26,14,5,davies_bouldin,4
struct,5,3.0,9.0,,,26,14,5,decluster_dip,3
struct,5,3.0,9.0,,,26,14,5,ess_dip,4
struct,5,3.0,9.0,,,26,14,5,ess_dip_detrend,2
struct,5,3.0,9.0,,,26,14,5,ess_dip_adaptive,4
struct,5,3.0,9.0,,,26,14,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,4,5,classical_gap,5
struct,5,4.0,6.0,,,27,4,5,silhouette,5
struct,5,4.0,6.0,,,27,4,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,4,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,4,5,decluster_dip,5
struct,5,4.0,6.0,,,27,4,5,ess_dip,5
struct,5,4.0,6.0,,,27,4,5,ess_dip_detrend,5
struct,5,4.0,6.0,,,27,4,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,4,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,2,5,classical_gap,5
struct,5,4.0,6.0,,,27,2,5,silhouette,5
struct,5,4.0,6.0,,,27,2,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,2,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,2,5,decluster_dip,5
struct,5,4.0,6.0,,,27,2,5,ess_dip,5
struct,5,4.0,6.0,,,27,2,5,ess_dip_detrend,1
struct,5,4.0,6.0,,,27,2,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,2,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,5,5,classical_gap,5
struct,5,4.0,6.0,,,27,5,5,silhouette,5
struct,5,4.0,6.0,,,27,5,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,5,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,5,5,decluster_dip,5
struct,5,4.0,6.0,,,27,5,5,ess_dip,3
struct,5,4.0,6.0,,,27,5,5,ess_dip_detrend,1
struct,5,4.0,6.0,,,27,5,5,ess_dip_adaptive,3
struct,5,4.0,6.0,,,27,5,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,10,5,classical_gap,5
struct,5,4.0,6.0,,,27,10,5,silhouette,5
struct,5,4.0,6.0,,,27,10,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,10,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,10,5,decluster_dip,5
struct,5,4.0,6.0,,,27,10,5,ess_dip,5
struct,5,4.0,6.0,,,27,10,5,ess_dip_detrend,3
struct,5,4.0,6.0,,,27,10,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,10,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,6,5,classical_gap,5
struct,5,4.0,6.0,,,27,6,5,silhouette,4
struct,5,4.0,6.0,,,27,6,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,6,5,davies_bouldin,4
struct,5,4.0,6.0,,,27,6,5,decluster_dip,5
struct,5,4.0,6.0,,,27,6,5,ess_dip,5
struct,5,4.0,6.0,,,27,6,5,ess_dip_detrend,4
struct,5,4.0,6.0,,,27,6,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,6,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,7,5,classical_gap,5
struct,5,4.0,6.0,,,27,7,5,silhouette,4
struct,5,4.0,6.0,,,27,7,5,calinski_harabasz,4
struct,5,4.0,6.0,,,27,7,5,davies_bouldin,4
struct,5,4.0,6.0,,,27,7,5,decluster_dip,4
struct,5,4.0,6.0,,,27,7,5,ess_dip,4
struct,5,4.0,6.0,,,27,7,5,ess_dip_detrend,4
struct,5,4.0,6.0,,,27,7,5,ess_dip_adaptive,4
struct,5,4.0,6.0,,,27,7,5,ess_dip_local,4
struct,5,4.0,6.0,,,27,11,5,classical_gap,5
struct,5,4.0,6.0,,,27,11,5,silhouette,5
struct,5,4.0,6.0,,,27,11,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,11,5,davies_bouldin,3
struct,5,4.0,6.0,,,27,11,5,decluster_dip,5
struct,5,4.0,6.0,,,27,11,5,ess_dip,5
struct,5,4.0,6.0,,,27,11,5,ess_dip_detrend,3
struct,5,4.0,6.0,,,27,11,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,11,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,8,5,classical_gap,5
struct,5,4.0,6.0,,,27,8,5,silhouette,5
struct,5,4.0,6.0,,,27,8,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,8,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,8,5,decluster_dip,1
struct,5,4.0,6.0,,,27,8,5,ess_dip,5
struct,5,4.0,6.0,,,27,8,5,ess_dip_detrend,3
struct,5,4.0,6.0,,,27,8,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,8,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,12,5,classical_gap,5
struct,5,4.0,6.0,,,27,12,5,silhouette,5
struct,5,4.0,6.0,,,27,12,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,12,5,davies_bouldin,4
struct,5,4.0,6.0,,,27,12,5,decluster_dip,3
struct,5,4.0,6.0,,,27,12,5,ess_dip,5
struct,5,4.0,6.0,,,27,12,5,ess_dip_detrend,1
struct,5,4.0,6.0,,,27,12,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,12,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,3,5,classical_gap,5
struct,5,4.0,6.0,,,27,3,5,silhouette,5
struct,5,4.0,6.0,,,27,3,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,3,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,3,5,decluster_dip,5
struct,5,4.0,6.0,,,27,3,5,ess_dip,5
struct,5,4.0,6.0,,,27,3,5,ess_dip_detrend,3
struct,5,4.0,6.0,,,27,3,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,3,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,9,5,classical_gap,5
struct,5,4.0,6.0,,,27,9,5,silhouette,5
struct,5,4.0,6.0,,,27,9,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,9,5,davies_bouldin,3
struct,5,4.0,6.0,,,27,9,5,decluster_dip,5
struct,5,4.0,6.0,,,27,9,5,ess_dip,5
struct,5,4.0,6.0,,,27,9,5,ess_dip_detrend,4
struct,5,4.0,6.0,,,27,9,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,9,5,ess_dip_local,5
struct,5,4.0,9.0,,,28,1,5,classical_gap,5
struct,5,4.0,9.0,,,28,1,5,silhouette,5
struct,5,4.0,9.0,,,28,1,5,calinski_harabasz,5
struct,5,4.0,9.0,,,28,1,5,davies_bouldin,5
struct,5,4.0,9.0,,,28,1,5,decluster_dip,4
struct,5,4.0,9.0,,,28,1,5,ess_dip,5
struct,5,4.0,9.0,,,28,1,5,ess_dip_detrend,1
struct,5,4.0,9.0,,,28,1,5,ess_dip_adaptive,5
struct,5,4.0,9.0,,,28,1,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,14,5,classical_gap,5
struct,5,4.0,6.0,,,27,14,5,silhouette,2
struct,5,4.0,6.0,,,27,14,5,calinski_harabasz,2
struct,5,4.0,6.0,,,27,14,5,davies_bouldin,2
struct,5,4.0,6.0,,,27,14,5,decluster_dip,5
struct,5,4.0,6.0,,,27,14,5,ess_dip,3
struct,5,4.0,6.0,,,27,14,5,ess_dip_detrend,1
struct,5,4.0,6.0,,,27,14,5,ess_dip_adaptive,3
struct,5,4.0,6.0,,,27,14,5,ess_dip_local,5
struct,5,4.0,9.0,,,28,0,5,classical_gap,5
struct,5,4.0,9.0,,,28,0,5,silhouette,5
struct,5,4.0,9.0,,,28,0,5,calinski_harabasz,5
struct,5,4.0,9.0,,,28,0,5,davies_bouldin,5
struct,5,4.0,9.0,,,28,0,5,decluster_dip,1
struct,5,4.0,9.0,,,28,0,5,ess_dip,1
struct,5,4.0,9.0,,,28,0,5,ess_dip_detrend,1
struct,5,4.0,9.0,,,28,0,5,ess_dip_adaptive,5
struct,5,4.0,9.0,,,28,0,5,ess_dip_local,5
struct,5,4.0,9.0,,,28,2,5,classical_gap,5
struct,5,4.0,9.0,,,28,2,5,silhouette,5
struct,5,4.0,9.0,,,28,2,5,calinski_harabasz,5
struct,5,4.0,9.0,,,28,2,5,davies_bouldin,5
struct,5,4.0,9.0,,,28,2,5,decluster_dip,5
struct,5,4.0,9.0,,,28,2,5,ess_dip,5
struct,5,4.0,9.0,,,28,2,5,ess_dip_detrend,4
struct,5,4.0,9.0,,,28,2,5,ess_dip_adaptive,5
struct,5,4.0,9.0,,,28,2,5,ess_dip_local,5
struct,5,4.0,9.0,,,28,3,5,classical_gap,5
struct,5,4.0,9.0,,,28,3,5,silhouette,5
struct,5,4.0,9.0,,,28,3,5,calinski_harabasz,5
struct,5,4.0,9.0,,,28,3,5,davies_bouldin,5
struct,5,4.0,9.0,,,28,3,5,decluster_dip,2
struct,5,4.0,9.0,,,28,3,5,ess_dip,5
struct,5,4.0,9.0,,,28,3,5,ess_dip_detrend,1
struct,5,4.0,9.0,,,28,3,5,ess_dip_adaptive,5
struct,5,4.0,9.0,,,28,3,5,ess_dip_local,5
struct,5,4.0,6.0,,,27,13,5,classical_gap,5
struct,5,4.0,6.0,,,27,13,5,silhouette,5
struct,5,4.0,6.0,,,27,13,5,calinski_harabasz,5
struct,5,4.0,6.0,,,27,13,5,davies_bouldin,5
struct,5,4.0,6.0,,,27,13,5,decluster_dip,5
struct,5,4.0,6.0,,,27,13,5,ess_dip,5
struct,5,4.0,6.0,,,27,13,5,ess_dip_detrend,1
struct,5,4.0,6.0,,,27,13,5,ess_dip_adaptive,5
struct,5,4.0,6.0,,,27,13,5,ess_dip_local,5
struct,5,4.0,9.0,,,28,4,5,classical_gap,5
struct,5,4.0,9.0,,,28,4,5,silhouette,5
struct,5,4.0,9.0,,,28,4,5,calinski_harabasz,5
struct,5,4.0,9.0,,,28,4,5,davies_bouldin,5
struct,5,4.0,9.0,,,28,4,5,decluster_dip,4
struct,5,4.0,9.0,,,28,4,5,ess_dip,5
struct,5,4.0,9.0,,,28,4,5,ess_dip_detrend,1
struct,5,4.0,9.0,,,28,4,5,ess_dip_adaptive,5
struct,5,4.0,9.0,,,28,4,5,ess_dip_local,5
struct,5,4.0,9.0,,,28,10,5,classical_gap,5
